执行用例编号,总用例编号,用例名称,接口/流程,前置条件,数据集,输入变量,请求/步骤,预期/断言,就绪情况
2027-API-review-parameters:status-four,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",复核参数边界,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,status-four,"{""data"":{""status"":4,""reason"":""QA invalid status""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":""${data.status}"",""reason"":""${data.reason}""}}
after [A] kyc_snapshot {}
数据集 status-four: {""status"": 4, ""reason"": ""QA invalid status""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-reason-length:reason-500,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",原因长度探测（非最大值验收）,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,reason-500,"{""data"":{""size"":500,""reason"":""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
observe-length [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""${data.reason}""}}
observe-state [A] kyc_snapshot {}
数据集 reason-500: {""size"": 500, ""reason"": ""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
observe-length: http eq 200
observe-length: body.status type ""boolean""",可执行
2027-API-reason-length:reason-1000,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",原因长度探测（非最大值验收）,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,reason-1000,"{""data"":{""size"":1000,""reason"":""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
observe-length [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""${data.reason}""}}
observe-state [A] kyc_snapshot {}
数据集 reason-1000: {""size"": 1000, ""reason"": ""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
observe-length: http eq 200
observe-length: body.status type ""boolean""",可执行
2027-API-reason-length:reason-2000,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",原因长度探测（非最大值验收）,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,reason-2000,"{""data"":{""size"":2000,""reason"":""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
observe-length [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""${data.reason}""}}
observe-state [A] kyc_snapshot {}
数据集 reason-2000: {""size"": 2000, ""reason"": ""QQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
observe-length: http eq 200
observe-length: body.status type ""boolean""",可执行
2027-API-auth-edit-missing,ISOP-2027-C09,edit missing 鉴权拒绝,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [B] POST /admin/kyc/edit {""body"":""${edit}"",""auth"":""missing""}
after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
negative: body.data eq ""token""
after: snapshot eq ""${pending}""",可执行
2027-API-auth-review-missing,ISOP-2027-C09,review missing 鉴权拒绝,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""QA auth""},""auth"":""missing""}
after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
negative: body.data eq ""token""
after: snapshot eq ""${pending}""",可执行
2027-API-auth-edit-invalid,ISOP-2027-C09,edit invalid 鉴权拒绝,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [B] POST /admin/kyc/edit {""body"":""${edit}"",""auth"":""invalid""}
after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
negative: body.data eq ""token""
after: snapshot eq ""${pending}""",可执行
2027-API-auth-review-invalid,ISOP-2027-C09,review invalid 鉴权拒绝,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""QA auth""},""auth"":""invalid""}
after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
negative: body.data eq ""token""
after: snapshot eq ""${pending}""",可执行
2027-API-review-missing,"ISOP-2027-C02,ISOP-2027-C05,ISOP-2027-C08",复核参数 missing,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3}}
after [A] kyc_snapshot {}","拒绝；申请仍待复核
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-review-null,"ISOP-2027-C02,ISOP-2027-C05,ISOP-2027-C08",复核参数 null,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":null}}
after [A] kyc_snapshot {}","拒绝；申请仍待复核
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-review-type,"ISOP-2027-C02,ISOP-2027-C05,ISOP-2027-C08",复核参数 type,/admin/kyc/review,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":[],""reason"":""QA type boundary""}}
after [A] kyc_snapshot {}","拒绝；申请仍待复核
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-kyc-states:kyc-state-3,"ISOP-2027-C01,ISOP-2027-C06",已确认状态3/5文字编辑与双人核准,KYC复核,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,kyc-state-3,"{""data"":{""status"":3}}","prepare [A] kyc_fixture {""params"":{""target_status"":""${data.status}""}}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
数据集 kyc-state-3: {""status"": 3}","决定与资料一致，审计追加
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true",可执行
2027-API-kyc-states:kyc-state-5,"ISOP-2027-C01,ISOP-2027-C06",已确认状态3/5文字编辑与双人核准,KYC复核,本轮独立KYC会员；B编辑，A复核；kyc-review写入范围,kyc-state-5,"{""data"":{""status"":5}}","prepare [A] kyc_fixture {""params"":{""target_status"":""${data.status}""}}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
数据集 kyc-state-5: {""status"": 5}","决定与资料一致，审计追加
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true",可执行
